Title,Jahr,Author,Untertitel,Dokumententyp,"Übergeordneter Titel",Zeitschrift,Reihentitel,Herausgeber,Ort,Verlag,Auflage,ISBN,DOI,Band,Nummer,Seiten,"Internetdokument URL",Institution/Veranstalter,"Vortragsreihe / Veranstaltung",Datum,Vortragende/r,Vortragstyp,Panel
"Digitalisierung durch Corona?",2021,"Stürz, Roland A.; Stumpf, Christian; Schlude, Antonia; Putfarken, Hannes; Harhoff, Dietmar","Homeoffice im Februar 2021","Graue Literatur / Bericht / Report",,,"bidt Analysen und Studien",bidt,,,,,,,,,https://www.bidt.digital/publikation/digitalisierung-durch-corona-homeoffice-im-februar-2021/,,,,,,
"Data Portability between Online Services: An Empirical Analysis on the Effectiveness of GDPR Art. 20",2021,"Syrmoudis, Emmanuel; Mager, Stefan; Kuebler-Wachendorff, Sophie; Pizzinini, Paul; Kranz, Johann",,Konferenzpapier,"Proceedings on Privacy Enhancing Technologies",,,,,"Walter de Gruyter GmbH",,,https://doi.org/10.2478/popets-2021-0051,,3,351-372,,,,,,,
"Embedding ethics into every step of emerging technologies",2021,"Tigard, Daniel; Ritt, Konstantin; Breuer, Svenja; Braun, Maximilian",,Internetdokument,,,"bidt blog",bidt,,,,,,,,,,,,,,,
"Digital twins running amok?",2021,"Tigard, Daniel W.","Open questions for the ethics of an emerging medical technology.",Zeitschriftenaufsatz,,"Journal of medical ethics",,,,,,,10.1136/medethics-2021-107526,,,,,,,,,,
"Responsible AI and moral responsibility",2021,"Tigard, Daniel W.","a common appreciation",Zeitschriftenaufsatz,,"AI Ethics (AI and Ethics)",,,,,,,10.1007/s43681-020-00009-0,1,2,113-117,,,,,,,
"Technological Answerability and the Severance Problem",2021,"Tigard, Daniel W.","Staying Connected by Demanding Answers",Zeitschriftenaufsatz,,"Science and engineering ethics",,,,,,,10.1007/s11948-021-00334-5,27,5,59,,,,,,"Wissenschaftlicher Vortrag",
"Workplace automation without achievement gaps",2021,"Tigard, Daniel W.","A reply to Danaher and Nyholm",Zeitschriftenaufsatz,,"AI Ethics (AI and Ethics)",,,,,,,10.1007/s43681-021-00064-1,1,4,611-617,,,,,,,
"Introducing GARMI - A Service Robotics Platform to Support the Elderly at Home.",2021,"Tröbinger, Mario; Jähne, Christoph; Qu, Zheng; Elsner, Jean; Reindl, Anton; Getz, Sebastian; Goll, Thore; Loinger, Benjamin; Loibl, Tamara; Kugler, Christoph; Calafell, Carles; Sabaghian, Mohamadreza; Ende, Tobias; Wahrmann, Daniel; Parusel, Sven; Haddadin, Simon; Haddadin, Sami","Design Philosophy, System Overview and First Results.",Konferenzpapier,"Proceedings of the IEEE Robot. Autom. Lett. (IEEE Robotics and Automation Letters)",,,,,,,,10.1109/LRA.2021.3082012,6,3,5857–5864,,,,,,,
"Kulturelle, regulatorische und verhaltensökonomische Perspektiven auf Datenpreisgabeentscheidungen",2021,"Wawra, Daniela; Howe, Sarah",,Internetdokument,,,"bidt blog",bidt,,,,,,,,,,,,,,,
"Development of an Instrument to Measure Conceptualizations and Competencies About Conversational Agents on the Example of Smart Speakers",2021,"Wienrich, Carolin; Carolus, Astrid",,Zeitschriftenaufsatz,,"Front. Comput. Sci. (Frontiers in Computer Science)",,,,,,,10.3389/fcomp.2021.685277,3,,,,,,,,,
"The Trustworthiness of Voice Assistants in the Context of Healthcare Investigating the Effect of Perceived Expertise on the Trustworthiness of Voice Assistants, Providers, Data Receivers, and Automatic Speech Recognition",2021,"Wienrich, Carolin; Reitelbach, Clemens; Carolus, Astrid",,Zeitschriftenaufsatz,,"Front. Comput. Sci. (Frontiers in Computer Science)",,,,,,,10.3389/fcomp.2021.685250,3,,,,,,,,,
"Superhelden ohne Menschlichkeit?","August 2021","Zuber, Niina; Kacianka, Severin; Gogoll, Jan","Für einen empathischen Umgang mit Menschen und einen sachlichen Blick für das Digitale","Graue Literatur / Bericht / Report",,,"pflegen: Palliativ",,,,,,,,51,,,,,,,,
"Social movements",2021,"Kern, Thomas",,"Beitrag in ...","Soziologie: Sociology in the German-speaking world",,,"Greshoff, Rainer; Holstein, Betina; Schimank, Uwe; Weiß, Anja",München,"DeGruyter Oldenbourg",,,,,,399-413,,,,,,,
"Meinungsmachtkontrolle und Vielfaltsmonitoring",2021,"Reinemann, Carsten; Zieringer, Lisa","Eine kritische Reflexion der Begriffe, Annahmen, Indikatoren und Verfahren von Medienstaatsvertrag, Konzentrationskontrolle und Medienvielfaltsmonitor","Graue Literatur / Bericht / Report",,,"bidt Working Paper",bidt,,,,,https://doi.org/10.35067/BV16-2Z30,,,https://www.bidt.digital/publikation/meinungsmachtkontrolle-und-vielfaltsmonitoring-im-digitalen-zeitalter/,,,,,,,
"Vielfaltssicherung im Zeitalter von Medienintermediären: Modelle zur Messung und normative Maßstäbe",2021,"Stark, Birgit; Stegmann, Daniel","Modelle zur Messung und normative Maßstäbe","Graue Literatur / Bericht / Report",,,"bidt Working Paper",bidt,,,,,https://doi.org/10.35067/BV16-2Z29,,,,https://www.bidt.digital/publikation/vielfaltssicherung-im-zeitalter-von-medienintermediaerenmodelle-zur-messung-und-normative-massstaebe/,,,,,,
"Dokumentation zur Ad hoc-Analyse „Meinungsklima Corona“",2021,"Reinemann, Carsten; Zieringer, Lisa; Mithöfer, Mareike",,Internetdokument,,,,,,,,,https://doi.org/10.13140/RG.2.2.31568.84489,,,,https://twitter.com/ProfReinemann/status/1368560076991176704,,,,,,
"Maßlos überschätzt",2021,"Stark, Birgit; Magin, Melanie; Jürgens, Pascal","Ein Überblick über theoretische Annahmen und empirische Befunde zu Filterblasen und Echokammern","Beitrag in ...","Digitaler Strukturwandel der Öffentlichkeit: Historische Verortung, Modelle und Konsequenzen",,,"Eisenegger, Mark; Blum, Roger; Ettinger, Patrik; Prinzing, Marlis",Wiesbaden,"Springer VS",,,,,,303-321,,,,,,"Wissenschaftlicher Vortrag",
"Loopholes in the Echo Chambers",2021,"Geiß, Stefan; Magin, Melanie; Jürgens, Pascal; Stark, Birgit","How the Echo Chamber Metaphor Oversimplifies the Effects of Information Gateways on Opinion Expression",Zeitschriftenaufsatz,,"Digital Journalism",,,,,,,https://doi.org/10.1080/21670811.2021.1873811,9,5,660–686,,,,,,,
"Das chinesische Sozialkreditsystem",2021,"Fischer, Doris","Durch Vertrauen zu Innovation und Wettbewerbsfähigkeit?",Zeitschriftenaufsatz,,Universitas,,,Heidelberg,"Lese-Zeiten Verlag",,,,76,903,71-87,,,,,,,
"Data as the New Driver for Growth? European and Chinese Perspectives on the New Factor of Production",2021,"Krause, Theresa; Fischer, Doris",,Zeitschriftenaufsatz,,"CBE Research Note 2021-1",,"University of Würzburg",Würzburg,,,,https://doi.org/10.25972/OPUS-22979,,,,,,,,,,
"The Transparency of the Chinese Social Credit System from the Perspective of German Organizations",2021,"Chen, Mo; Bogner, Kristina; Becheva, Joana; Grossklags, Jens",,Konferenzpapier,"Proceedings of the 29th European Conference on Information Systems",,,,,,,,https://aisel.aisnet.org/ecis2021_rp/47,,,,,,,,,,
"Blacklists and Redlists in the Chinese Social Credit System: Diversity, Flexibility, and Comprehensiveness",2021,"Engelmann, Severin; Chen, Mo; Dang, Lorenz; Grossklags, Jens",,Konferenzpapier,"Proceedings of 4th AAAI/ACM Conference on AI, Ethics, and Society",,,,,,,,https://doi.org/10.1145/3461702.3462535,,,78-88,,,,,,,
"Digital Technology Adoption by German Firms",2021,"Englmaier, Florian; Fackler, Thomas; Laurentsyeva, Nadzeya","Uncovering the Metadata of the ifo Business Index","Graue Literatur / Bericht / Report",https://www.bidt.digital/digital-technology-adoption-by-german-firms-uncovering-the-metadata-of-the-ifo-business-climate-index/,,,bidt,,,,,,,,,,,,,,,
"Embedding Ethics and Social Science Into Telemedicine Research, Development, and Implementation",2021,"Breuer, Svenja; Braun, Maximilian; Ritt, Konstantin; Tigard, Daniel",,Konferenzpapier,"Proceedings of Realizing AI in Healthcare: Challenges Appearing in the Wild (CHI 2021)",,,ACM,"New York, NY, USA",,,,,,,1-6,,,,,,"Wissenschaftlicher Vortrag",
"Responsible Robotics: Im Tanz der Akzeptanz?",2021,"Ritt, Konstantin; Breuer, Svenja; Braun, Maximilian",,Zeitschriftenaufsatz,,"Technik in Bayern",,VDI/VDE,,,,,,,2,26–27,,,,,,,
"Analysing European parliament election campaigns across 12 countries",2021,"Haßler, Jörg; Wurst, Anna-Katharina; Schlosser, Katharina","A computer-enhanced content analysis approach","Beitrag in ...",,,"Campaigning on Facebook in the 2019 European Parliament Election","J. Haßler, M. Magin, U. Russmann & V. Fenoll",,"Palgrave Macmillan",,,https://doi.org/10.1007/978-3-030-73851-8_3,,,41–52,,,,,,"Wissenschaftlicher Vortrag",
"Information greater than mobilisation greater than interaction",2021,"Magin, Melanie; Russmann, Uta; Fenoll, Vicente; Haßler, Jörg","Contours of a Pan-European style of social media campaigning","Beitrag in ...",,,"Campaigning on Facebook in the 2019 European Parliament Election","J. Haßler; M. Magin; U.  Russmann; V. Fenoll",,"Palgrave Macmillan",,,https://doi.org/10.1007/978-3-030-73851-8_19,,,"303– 331",,,,,,"Wissenschaftlicher Vortrag",
"European party groups",2021,"Wurst, Anna-Katharina; Schlosser, Katharina; Haßler, Jörg","Transnational continuation or complement  of European national parties?","Beitrag in ...",,,"Campaigning on  Facebook in the 2019 European Parliament Election","J. Haßler, M. Magin, U. Russmann & V. Fenoll",,"Palgrave Macmillan",,,https://doi.org/10.1007/978-3-030-73851-8_16,,,251–265,,,,,,"Wissenschaftlicher Vortrag",
"European issues, but national campaigning of German parties",2021,"Schlosser, Katharina; Wurst, Anna-Katharina; Haßler, Jörg; Kruschinski, Simon",,"Beitrag in ...",,,"Campaigning on Facebook in the  2019 European Parliament Election","J. Haßler, M. Magin, U. Russmann & V. Fenoll",,"Palgrave Macmillan",,,https://doi.org/10.1007/978-3-030-73851-8_7,,,103–117,,,,,,"Wissenschaftlicher Vortrag",
"Social media as a campaigning tool in elections",2021,"Russmann, Uta; Haßler, Jörg; Fenoll, Vicente; Magin, Melanie","Theoretical considerations and state of research","Beitrag in ...",,,"Campaigning on Facebook in the 2019 European Parliament Election","J. Haßler, M. Magin, U. Russmann & V. Fenoll",,"Palgrave Macmillan",,,https://doi.org/10.1007/978-3-030-73851-8_2,,,"S. 23–39",,,,,,"Wissenschaftlicher Vortrag",
"Campaigning for Strasbourg on Facebook",2021,"Fenoll, Vicente; Haßler, Jörg; Magin, Melanie; Russmann, Uta","Introduction to  a 12-country comparison on parties' Facebook campaigns in the 2019 European parliament election","Beitrag in ...",,,"Campaigning on Facebook in the 2019 European Parliament Election","J.  Haßler, M. Magin, U. Russmann & V. Fenoll",,"Palgrave Macmillan",,,https://doi.org/10.1007/978-3-030-73851-8_1,,,3–21,,,,,,"Wissenschaftlicher Vortrag",
"Campaigning on Facebook in the 2019 European parliament election",2021,"Haßler, Jörg; Magin, Melanie; Russmann, Uta; Fenoll, Vicente",,"Buch (Sammelwerk)",,,,,,"Palgrave Macmillan",,978-3-030-73850-1,,,,,,,,,,"Wissenschaftlicher Vortrag",
"”Your Eyes Tell You Have Used This Password Before”: Identifying Password Reuse from Gaze and Keystroke Dynamics",2022,"Abdrabou, Yasmeen; Schütte, Johannes; Shams, Ahmed; Pfeuffer, Ken; Buschek, Daniel; Khamis, Mohamed; Alt, Florian",,Konferenzpapier,"Proceedings of CHI Conference on Human Factors",,,"Barbosa, Lampe et al.",,,,,10.1145/3491102.3517531,,,1–16,,,,,,,
"Alexas großer Lauschangriff? - Entwicklung eines Fragebogens zur Messung der wahrgenommenen Privacy intelligenter Sprachassistenten",2022,"Augustin, Yannik; Carolus, Astrid; Baumann, Maximilian; Wienrich, Carolin",,Konferenzpapier,"Proceedings of the 52. Kongress der Deutschen Gesellschaft für Psychologie",,,,,,,,,,,,,,,,,"Wissenschaftlicher Vortrag",
"Privacy of AI-Based Voice Assistants: Understanding the Users’ Perspective",2022,"Augustin, Yannik; Carolus, Astrid; Wienrich, Carolin",,"Beitrag in ...","Design, Operation and Evaluation",,,"Salvendy, Wei",,,,,10.1007/978-3-031-05014-5_26,13337,,309–321,,,,,,,
"Umgang mit technischem Wandel in Büroberufen",2022,"Bach, Nicole von dem; Baum, Myriam; Blank, Marco; Ehmann, Kathrin; Güntürk-Kuhl, Betül; Pfeiffer, Sabine; Samray, David; Seegers, Marco; Sevindik, Ugur; Steeg, Stefanie; Tiemann, Michael; Wagner, Pia Sabrina","Aufgabenprofile, lebendiges Arbeitsvermögen und berufliche Mobilität","Buch (Monographie)",,,"Wissenschaftliche Diskussionspapiere / Bundesinstitut für Berufsbildung",,Bonn,"Bundesinstitut für Berufsbildung",,978-3-8474-2912-8,,"Heft 234",,,,,,,,,
"CHI Conference on Human Factors in Computing Systems Extended Abstracts",2022,,,Tagungsband,,,,"Barbosa, Simone; Lampe, Cliff; Appert, Caroline; Shamma, David A.","New York, NY, USA",ACM,,9781450391566,10.1145/3491101,,,,,,,,,,
"Gesichtserkennung - es besteht Handlungsbedarf",20.01.2022,"Bauer, Nikolaus",,Zeitungsartikel,,Tagesspiegel,,,,,,,,,,,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/gesichtserkennung-es-besteht-handlungsbedarf,,,,,,
"SummaryLens – A Smartphone App for Exploring Interactive Use of Automated Text Summarization in Everyday Life",2022,"Benharrak, Karim; Lehmann, Florian; Dang, Hai; Buschek, Daniel",,Konferenzpapier,"Proceedings of 27th International Conference on Intelligent 2022",,,,,,,,10.1145/3490100.3516471,,,93–96,,,,,,,
"Ethische Deliberation für agile Softwareprozesse: EDAP-Schema",2022,"Zuber, Niina; Kacianka, Severin; Pretschner, Alexander; Nida-Rümelin, Julian",,"Buch (Sammelwerk)",,,"bidt Working Paper",bidt,,,,,https://doi.org/10.35067/bv16-2z27,,,,,,,,,"Wissenschaftlicher Vortrag",
"Steigende Anforderungen und Weiterbildung aus Sicht des betrieblichen Ausbildungspersonals",2022,"Blank, Marco; Nicklich, Manuel; Pfeiffer, Sabine",,Zeitschriftenaufsatz,,BWP,,,,,,,,51,4,11–15,,,,,,"Wissenschaftlicher Vortrag",
"Ausbildungspersonal im Fokus 2021. Methoden- und Feldbericht","Mai 2022","Blank, Marco; Nicklich, Manuel; Pfeiffer, Sabine",,"Graue Literatur / Bericht / Report",,,"FAU Erlangen-Nürnberg, Labouratory Working Paper",,"Nürnberg, Frankfurt a. M.",,,,,,,,,,,,,,
"Vox2Cortex: Fast Explicit Reconstruction of Cortical Surfaces from 3D MRI Scans with Geometric Deep Neural Networks",2022,"Bongratz, Fabian; Rickmann, Anne-Marie; Pölsterl, Sebastian; Wachinger, Christian",,"Graue Literatur / Bericht / Report",,,,,,,,,,,,,,,,,,"Wissenschaftlicher Vortrag",
"African Data Protection Laws - Current Regulatory Approaches, Policy Initiatives, and the Way Forward",2022,"Boshe, Patricia; Hennemann, Moritz; Meding, Ricarda von",,Zeitschriftenaufsatz,,"Global Privacy Law Review",,,,,,,,3,2,56-88,,,,,,,
"Embedded Ethics and Social Sciences",2022,"Braun, Maximilian; Breuer, Svenja; Tigard, Daniel; Müller, Ruth",,Konferenzpapier,"Proceedings of ACM/IEEE International Conference on Human-Robot 2022",,,,,,,,,,,,,,,,,,
"Responsible Robotics. Die Rolle von Robotik im Gesundheitswesen",2022,"Braun, Maximilian; Breuer, Svenja; Tigard, Daniel; Upperton, T.",,"Graue Literatur / Bericht / Report",,,"bidt Magazin",bidt,,,,,,,2,,,,,,,"Wissenschaftlicher Vortrag",
"Onlineberatung im Handlungsfeld der Sozialen Arbeit",2022,"Burghardt, Jennifer; Lehmann, Robert",,"Graue Literatur / Bericht / Report",,,"ZFSH/SGB – Zeitschrift für die sozialrechtliche Praxis","Hohm, Karl-Heinz; Schellhorn, Helmut",,,,,,,1,,,,,,,,
"Probabilistic UI Representation and Reasoning in Touch Interfaces",2022,"Buschek, Daniel",,"Beitrag in ...","Bayesian Methods for Interaction",,,"Williamson, Oulasvirta et al.",,,,,,,,163–187,,,,,,,
"How to Support Users in Understanding Intelligent Systems? An Analysis and Conceptual Framework of User Questions Considering User Mindsets, Involvement, and Knowledge Outcomes",2022,"Buschek, Daniel; Eiband, Malin; Hussmann, Heinrich",,Konferenzpapier,"Proceedings of the ACM Trans. Interact. Intell. Syst. (ACM Transactions on Interactive Intelligent Systems)",,,,,,,,10.1145/3519264,12,4,1–27,,,,,,,
"Adopting Just Another Digital Assistant or Establishing Social Interactions with a New Friend?",2022,"Carolus, Astrid; Wienrich, Carolin","Conceptual Research Model of a Long-Term Analysis of First-Time Users’ Adoption and Social Interactions with Smart Speakers",Konferenzpapier,"Proceedings of Mensch und Computer 2022",,,"Mühlhäuser, Reuter et al.",,,,,10.1145/3543758.3547564,,,498-502,,,,,,,
"4DContrast: Contrastive Learning with Dynamic Correspondences for 3D Scene Understanding",2022,"Chen, Yujin; Nießner, Matthias; Dai, Angela",,Konferenzpapier,"Proceedings of the European Conference 2022",,,,,,,,,,,,,,,,,,
"Beyond Text Generation: Supporting Writers with Continuous Automatic Text Summaries",2022,"Dang, Hai; Benharrak, Karim; Lehmann, Florian; Buschek, Daniel",,Konferenzpapier,"Proceedings of the 35th Annual ACM Symposium",,,"Agrawala, Wobbrock et al.",,,,,10.1145/3526113.3545672,,,1–13,,,,,,,
"GANSlider: How Users Control Generative Models for Images using Multiple Sliders with and without Feedforward Information",2022,"Dang, Hai; Mecke, Lukas; Buschek, Daniel",,Konferenzpapier,"Proceedings of CHI Conference on Human Factors",,,"Barbosa, Lampe et al.",,,,,10.1145/3491102.3502141,,,1–15,,,,,,,
"How to Prompt? Opportunities and Challenges of Zero- and Few-Shot  Learning for Human-AI Interaction in Creative Applications of Generative  Models",2022,"Dang, Hai; Mecke, Lukas; Lehmann, Florian; Goller, Sven; Buschek, Daniel",,Konferenzpapier,"Proceedings of the Generative AI and HCI Workshop 2022",,,,,,,,,,,,,,,,,,
"Susceptibility to diet-induced obesity at thermoneutral conditions is independent of UCP1",2022,"Dieckmann, Sebastian; Strohmeyer, Akim; Willershäuser, Monja; Maurer, Stefanie F.; Wurst, Wolfgang; Marschall, Susan; Angelis, Martin Hrabe de; Kühn, Ralf; Worthmann, Anna; Fuh, Marceline M.; Heeren, Joerg; Köhler, Nikolai; Pauling, Josch K.; Klingenspor, Martin",,Zeitschriftenaufsatz,,"American journal of physiology. Endocrinology and metabolism",,,,,,,10.1152/ajpendo.00278.2021,322,2,E85-E100,,,,,,,
"Forecasting Characteristic 3D Poses of Human Actions",2022,"Diller, Christian; Funkhouser, Thomas; Dai, Angela",,Konferenzpapier,"Proceedings of the Computer Vision and Pattern 2022",,,,,,,,,,,,,,,,,,
"Uploadfilter - Eine Bedrohung für das freie Internet?",2022,"Doseva, Steliyana; Schillmöller, Jan",,"Beitrag in ...","bidt – Bayerisches Forschungsinstitut für Digitale Transformation 2022 – bidt Magazin",,,,,,,,,,,40–43,,,,,,,
"Uploaders' perceptions of the German implementation of the EU copyright reform and their preferences for copyright regulation",2022,"Doseva, Steliyana; Schmid-Petri, Hannah; Schillmöller, Jan; Heckmann, Dirk",,Zeitschriftenaufsatz,,"Internet Policy Review",,,,,,,https://doi.org/10.14763/2022.4.1674,11,4,,,,,,,,
"Vessel and tissue recognition during third-space endoscopy using a deep learning algorithm",2022,"Ebigbo, Alanna; Mendel, Robert; Scheppach, Markus W.; Probst, Andreas; Shahidi, Neal; Prinz, Friederike; Fleischmann, Carola; Römmele, Christoph; Goelder, Stefan Karl; Braun, Georg; Rauber, David; Rueckert, Tobias; Souza, Luis A. de; Papa, Joao; Byrne, Michael; Palm, Christoph; Messmann, Helmut",,Zeitschriftenaufsatz,,Gut,,,,,,,10.1136/gutjnl-2021-326470,71,12,2388–2390,,,,,,,
"Die Rolle des Staates in der digitalen Transformation",2022,"Egle, Christoph; Meitinger, Dominik; Weinzierl, Michael",,"Beitrag in ...","Umsetzung der digitalen Transformation",,,Tuczek,,,,,,,,103–132,,,,,,,
"Proceedings of the 16th International Workshop on Semantic Evaluation (SemEval-2022)",2022,,,Tagungsband,,,,"Emerson, Guy; Schluter, Natalie; Stanovsky, Gabriel; Kumar, Ritesh; Palmer, Alexis; Schneider, Nathan; Singh, Siddharth; Ratan, Shyam","Stroudsburg, PA, USA","Association for Computational Linguistics",,,10.18653/v1/2022.semeval-1,,,,,,,,,,
"Regulation of Data-driven Market Power in the Digital Economy: Business Value Creation and Competitive Advantages from Big Data",2022,"Fast, Victoria; Schnurr, Daniel; Wohlfarth, Michael",,Zeitschriftenaufsatz,,"Journal of Information Technology",,,,,,,10.1177/02683962221114394,,,026839622211143,,,,,,,
